protein1	protein2	combined_score
PYCR3	P4HA2	0.918
PYCR3	PRODH2	0.924
PYCR3	LOC102724788	0.966
PYCR3	ALDH4A1	0.968
PYCR3	PRODH	0.969
PYCR3	PYCR2	0.98
PYCR3	PYCR1	0.984
PCF11	JAG2	0.864
PCF11	PYCR1	0.917
PRODH2	P4HA2	0.915
PRODH2	PYCR2	0.917
PRODH2	PYCR1	0.918
PRODH2	ALDH4A1	0.983
JAG2	PYCR1	0.949
PYCR2	P4HA2	0.908
PYCR2	ALDH18A1	0.91
PYCR2	LOC102724788	0.964
PYCR2	PRODH	0.967
PYCR2	ALDH4A1	0.969
PYCR2	PYCR1	0.99
PRODH	ALDH18A1	0.869
PRODH	LOC102724788	0.901
PRODH	P4HA2	0.915
PRODH	PYCR1	0.976
PRODH	ALDH4A1	0.999
ALDH18A1	LOC102724788	0.867
ALDH18A1	PYCR1	0.982
ALDH18A1	ALDH4A1	0.992
ALDH4A1	PYCR1	0.98
ALDH4A1	LOC102724788	0.999
PYCR1	P4HA2	0.919
PYCR1	LOC102724788	0.973
P4HA2	LOC102724788	0.917
FANCM	XRCC2	0.751
FANCM	XRCC3	0.833
FANCM	BRCA1	0.916
FANCM	BRCA2	0.937
FANCM	RAD51B	0.958
FANCM	RAD51C	0.96
FANCM	RAD51D	0.979
FANCM	RAD51D-2	0.979
SWI5	XRCC2	0.911
SWI5	RAD51B	0.942
SWI5	RAD51C	0.948
SWI5	RAD51D	0.951
SWI5	XRCC3	0.952
RAD51C	RAD1	0.716
RAD51C	RAD51B	0.999
RAD51C	RAD51D-2	0.999
RAD51C	XRCC2	0.999
RAD51C	RAD51D	0.999
XRCC2	BRCA1	0.954
XRCC2	BRCA2	0.982
XRCC2	RAD51B	0.999
XRCC2	RAD51D	0.999
XRCC2	XRCC3	0.999
XRCC2	RAD51D-2	0.999
BRCA2	RAD51B	0.961
BRCA2	RAD51D-2	0.967
BRCA2	RAD51D	0.983
RAD1	RAD51D	0.702
RAD1	BRCA1	0.778
RAD1	RAD51B	0.982
BRCA1	RAD51D-2	0.904
BRCA1	RAD51B	0.922
BRCA1	RAD51D	0.953
RAD51B	XRCC3	0.985
RAD51B	RAD51D-2	0.999
RAD51B	RAD51D	0.999
XRCC3	RAD51D	0.978
XRCC3	RAD51D-2	0.983
RPA3	BRCA2	0.762
RPA3	BRCA1	0.836
RPA3	RAD51	0.851
RPA3	RAD52	0.998
RPA3	WRN	0.998
RPA3	RPA2	0.999
RPA1	BRCA2	0.807
RPA1	RAD18	0.807
RPA1	BRCA1	0.96
RPA1	RAD51	0.996
RPA1	RPA2	0.999
RPA1	RAD52	0.999
RPA1	WRN	0.999
RPA1	FANCM	0.999
RAD18	RPA2	0.729
RAD18	WRN	0.777
RAD18	BRCA1	0.895
RAD18	FANCM	0.957
RAD18	RAD52	0.983
RAD18	RAD51	0.994
FANCM	ATRX	0.749
FANCM	RAD51	0.973
FANCM	RAD52	0.99
FANCM	WRN	0.994
FANCM	RPA2	0.998
WRN	ATRX	0.848
WRN	BRCA2	0.888
WRN	BRCA1	0.983
WRN	RAD51	0.993
WRN	RAD52	0.996
WRN	RPA2	0.998
RAD52	BRCA1	0.987
RAD52	ATRX	0.993
RAD52	BRCA2	0.993
RAD52	RPA2	0.999
RAD52	RAD51	0.999
ATRX	BRCA1	0.858
ATRX	BRCA2	0.891
ATRX	RAD51	0.999
RPA2	BRCA2	0.861
RPA2	BRCA1	0.881
RPA2	RAD51	0.955
RALY	HNRNPM	0.801
RALY	HNRNPD	0.805
RALY	MATR3-2	0.817
RALY	HNRNPK	0.852
RALY	HNRNPH1	0.879
RALY	HNRNPA1	0.882
RALY	EIF2S2	0.936
RALY	HNRNPC	0.953
RALY	CELF1	0.995
HNRNPD	HNRNPH1	0.93
HNRNPD	HNRNPA1	0.932
HNRNPD	HNRNPC	0.962
HNRNPD	HNRNPM	0.962
HNRNPD	HNRNPK	0.965
HNRNPM	MATR3-2	0.962
HNRNPM	HNRNPK	0.981
HNRNPM	HNRNPC	0.99
HNRNPM	HNRNPH1	0.993
HNRNPM	HNRNPA1	0.993
HNRNPA1	MATR3-2	0.98
HNRNPA1	HNRNPK	0.995
HNRNPA1	HNRNPH1	0.998
HNRNPA1	HNRNPC	0.999
HNRNPH1	CELF1	0.905
HNRNPH1	MATR3-2	0.954
HNRNPH1	HNRNPK	0.975
HNRNPH1	HNRNPC	0.981
MATR3-2	CELF1	0.72
MATR3-2	HNRNPK	0.947
MATR3-2	HNRNPC	0.971
HNRNPK	CELF1	0.768
HNRNPK	HNRNPC	0.982
CELF1	HNRNPC	0.998
RCCD1	KDM8	0.906
PRPH2	RDH12	0.767
PRPH2	RPE65	0.796
PRPH2	AIPL1	0.81
PRPH2	RD3	0.893
PRPH2	GUCY2D	0.921
PRPH2	PDE6B	0.969
GUCY2D	SPATA7	0.721
GUCY2D	RDH12	0.781
GUCY2D	LRAT	0.823
GUCY2D	LCA5	0.868
GUCY2D	RPE65	0.883
GUCY2D	PDE6B	0.919
GUCY2D	RD3	0.929
GUCY2D	RPGRIP1	0.945
GUCY2D	AIPL1	0.974
RPE65	LCA5	0.795
RPE65	RD3	0.84
RPE65	PDE6B	0.846
RPE65	SPATA7	0.86
RPE65	RPGRIP1	0.861
RPE65	AIPL1	0.902
RPE65	RDH12	0.932
RPE65	LRAT	0.997
LRAT	LCA5	0.798
LRAT	RPGRIP1	0.806
LRAT	RD3	0.839
LRAT	AIPL1	0.888
LRAT	SPATA7	0.902
LRAT	RDH12	0.987
RD3	RDH12	0.851
RD3	RPGRIP1	0.86
RD3	AIPL1	0.871
RD3	LCA5	0.872
RD3	SPATA7	0.892
RD3	PDE6B	0.917
AIPL1	PDE6B	0.754
AIPL1	LCA5	0.854
AIPL1	RDH12	0.89
AIPL1	SPATA7	0.93
AIPL1	RPGRIP1	0.943
LCA5	RDH12	0.848
LCA5	SPATA7	0.883
LCA5	RPGRIP1	0.895
SPATA7	RDH12	0.916
SPATA7	RPGRIP1	0.951
RPGRIP1	RDH12	0.866
PDE6B	RDH12	0.739
RFC2	RFC5	0.999
RFC2	RFC1	0.999
RFC2	CHTF8	0.999
RFC2	RFC4	0.999
RFC2	DSCC1	0.999
RFC2	PCNA	0.999
RFC2	RFC3	0.999
RFC2	RAD17	0.999
RFC2	ATAD5	0.999
RFC2	CHTF18	0.999
CHTF18	RFC1	0.851
CHTF18	ATAD5	0.924
CHTF18	PCNA	0.95
CHTF18	RAD17	0.961
CHTF18	DSCC1	0.999
CHTF18	RFC3	0.999
CHTF18	CHTF8	0.999
CHTF18	RFC4	0.999
CHTF18	RFC5	0.999
ATAD5	CHTF8	0.742
ATAD5	DSCC1	0.793
ATAD5	PCNA	0.936
ATAD5	RFC1	0.945
ATAD5	RAD17	0.969
ATAD5	RFC3	0.985
ATAD5	RFC5	0.997
ATAD5	RFC4	0.999
DSCC1	RAD17	0.723
DSCC1	RFC4	0.998
DSCC1	CHTF8	0.999
DSCC1	RFC5	0.999
DSCC1	RFC3	0.999
PCNA	RAD17	0.756
PCNA	RFC3	0.999
PCNA	RFC4	0.999
PCNA	RFC5	0.999
PCNA	RFC1	0.999
RFC3	CHTF8	0.997
RFC3	RFC4	0.999
RFC3	RFC5	0.999
RFC3	RFC1	0.999
RFC3	RAD17	0.999
RFC1	RAD17	0.869
RFC1	RFC5	0.999
RFC1	RFC4	0.999
RFC4	CHTF8	0.997
RFC4	RFC5	0.999
RFC4	RAD17	0.999
RFC5	CHTF8	0.999
RFC5	RAD17	0.999
CHTF8	RAD17	0.709
RFX5	RFX7	0.78
RFX5	ANKRA2	0.843
ANKRA2	RFX7	0.973
RFXANK	RFX7	0.978
RGS22	FBXO43	0.843
NME8	RIN3	0.734
NME8	SLC24A4	0.795
NME8	ZCWPW1	0.797
NME8	CASS4	0.814
RIN3	ZCWPW1	0.72
RIN3	RIN1	0.728
RIN3	CASS4	0.733
RIN3	RAB31	0.829
RIN3	SLC24A4	0.83
RIN3	RAB5A	0.917
RIN3	RAB5B	0.929
RIN3	CD2AP	0.973
RIN3	BIN1	0.999
RAB5A	RIN1	0.988
RAB5A	RAB5B	0.999
RIN1	RAB5B	0.969
BIN1	CASS4	0.705
BIN1	CD2AP	0.797
CD2AP	SLC24A4	0.701
CD2AP	ZCWPW1	0.724
CD2AP	CASS4	0.74
CASS4	SLC24A4	0.73
CASS4	ZCWPW1	0.812
ZCWPW1	SLC24A4	0.827
RNASE6	RNASET2	0.882
RNASE2	RNASET2	0.82
RNASE2	ANG	0.926
ANG	RNASET2	0.829
RNASE1	RNASET2	0.773
CD74	ROS1	0.776
KRAS	ROS1	0.862
KRAS	EML4	0.98
CCDC6	GOPC	0.735
CCDC6	ROS1	0.784
CCDC6	SLC34A2	0.79
CCDC6	TPM3	0.848
EML4	TPM3	0.825
EML4	ROS1	0.925
GOPC	SLC34A2	0.779
GOPC	ROS1	0.907
ROS1	TPM3	0.769
ROS1	SLC34A2	0.841
ROS1	PALLD	0.844
ROS1	TAS2R50	0.908
ROS1	OR13G1	0.915
SLC34A2	TPM3	0.747
TAS2R50	PALLD	0.915
TAS2R50	OR13G1	0.979
PALLD	OR13G1	0.93
POP7	PRORP	0.937
POP7	RPP14	0.991
POP7	RPP21	0.995
POP7	POP1	0.996
POP7	RPP38	0.997
POP7	RPP40	0.997
POP7	POP4	0.998
POP7	RPP30	0.999
POP7	RPP25	0.999
POP7	POP5	0.999
RPP25	PRORP	0.929
RPP25	RPP14	0.996
RPP25	RPP21	0.997
RPP25	POP1	0.998
RPP25	RPP38	0.999
RPP25	RPP40	0.999
RPP25	POP5	0.999
RPP25	RPP30	0.999
RPP25	POP4	0.999
POP5	PRORP	0.963
POP5	RPP38	0.999
POP5	RPP40	0.999
POP5	RPP14	0.999
POP5	POP4	0.999
POP5	POP1	0.999
POP5	RPP30	0.999
POP5	RPP21	0.999
RPP40	PRORP	0.926
RPP40	POP1	0.992
RPP40	RPP14	0.996
RPP40	RPP21	0.998
RPP40	RPP38	0.999
RPP40	RPP30	0.999
RPP40	POP4	0.999
POP1	PRORP	0.932
POP1	RPP38	0.993
POP1	RPP14	0.999
POP1	RPP21	0.999
POP1	POP4	0.999
RPP30	PRORP	0.932
RPP30	POP4	0.999
RPP30	RPP21	0.999
RPP30	RPP38	0.999
RPP30	RPP14	0.999
RPP21	PRORP	0.931
RPP21	POP4	0.999
RPP21	RPP14	0.999
RPP21	RPP38	0.999
RPP14	PRORP	0.901
RPP14	RPP38	0.991
RPP14	POP4	0.999
PRORP	RPP38	0.932
PRORP	POP4	0.944
POP4	RPP38	0.999
TINF2	WRAP53	0.9
TINF2	RTEL1	0.939
TINF2	NHP2	0.946
TINF2	DKC1	0.97
NHP2	TERF1	0.873
NHP2	CTC1	0.887
NHP2	RTEL1	0.896
NHP2	WRAP53	0.999
NHP2	TERT	0.999
TERF1	WRAP53	0.781
TERF1	DKC1	0.94
TERF1	RTEL1	0.953
SLX4	RTEL1	0.955
TERT	RTEL1	0.918
TERT	WRAP53	0.999
TERT	DKC1	0.999
WRAP53	CTC1	0.873
WRAP53	RTEL1	0.908
WRAP53	DKC1	0.999
RTEL1	CTC1	0.875
RTEL1	DKC1	0.894
RTEL1	CIAO2B	0.9
RTEL1	MMS19	0.979
DKC1	CTC1	0.815
MMS19	CIAO2B	0.999
ZNF232	ZBED9	0.722
ZNF232	ZKSCAN4	0.751
ZNF232	ZSCAN20	0.779
ZNF232	ZNF397	0.789
ZNF232	ZSCAN32	0.825
ZNF397	ZNF444	0.722
ZNF397	ZBED9	0.726
ZNF397	ZSCAN20	0.784
ZNF397	ZSCAN32	0.802
ZNF397	ZKSCAN4	0.84
ZNF444	ZSCAN32	0.733
ZNF444	ZKSCAN4	0.744
ZNF444	ZBED9	0.776
ZSCAN20	ZBED9	0.799
ZKSCAN4	ZBED9	0.817
ZSCAN32	ZBED9	0.842
ZBED9	ZNF396	0.829
MLF2	CROCC	0.705
MLF2	SCGN	0.726
SNAP23	SCGN	0.872
SNAP23	SNAP25	0.932
SNAP25	DOC2A	0.772
SNAP25	SCGN	0.897
TAC1	SCGN	0.709
CROCC	SCGN	0.832
DDAH2	SCGN	0.723
SCGN	DOC2A	0.846
CLINT1	SCYL2	0.718
SPG21	SEMA6D	0.715
SPG21	SPG11	0.949
SPG11	SEMA6D	0.758
TYROBP	SEMA6D	0.857
TYROBP	PLXNA1	0.906
TYROBP	TREM2	0.999
SEMA6D	PLXNA3	0.743
SEMA6D	NRCAM	0.859
SEMA6D	PLXNA2	0.864
SEMA6D	TREM2	0.889
SEMA6D	PLXNA4	0.938
SEMA6D	PLXNA1	0.999
PLXNA4	PLXNA3	0.708
PLXNA4	PLXNA1	0.954
PLXNA2	PLXNA1	0.709
PLXNA3	PLXNA1	0.763
TREM2	PLXNA1	0.898
NRCAM	PLXNA1	0.786
SEPTIN12	SEPTIN8	0.935
SEPTIN12	SEPTIN10	0.937
SEPTIN12	SEPTIN9	0.939
SEPTIN12	SEPTIN3	0.953
SEPTIN12	SEPTIN11	0.986
SEPTIN12	SEPTIN5	0.988
SEPTIN12	SEPTIN6	0.989
SEPTIN12	SEPTIN2	0.991
SEPTIN12	SEPTIN7	0.992
SEPTIN12	SEPTIN4	0.997
SEPTIN6	SEPTIN10	0.957
SEPTIN6	SEPTIN8	0.96
SEPTIN6	SEPTIN3	0.977
SEPTIN6	SEPTIN11	0.996
SEPTIN6	SEPTIN5	0.996
SEPTIN6	SEPTIN2	0.999
SEPTIN6	SEPTIN7	0.999
SEPTIN6	SEPTIN4	0.999
SEPTIN6	SEPTIN9	0.999
SEPTIN10	SEPTIN3	0.94
SEPTIN10	SEPTIN9	0.963
SEPTIN10	SEPTIN8	0.963
SEPTIN10	SEPTIN2	0.975
SEPTIN10	SEPTIN5	0.975
SEPTIN10	SEPTIN7	0.979
SEPTIN10	SEPTIN11	0.979
SEPTIN10	SEPTIN4	0.979
SEPTIN4	SEPTIN8	0.981
SEPTIN4	SEPTIN5	0.986
SEPTIN4	SEPTIN9	0.991
SEPTIN4	SEPTIN2	0.993
SEPTIN4	SEPTIN3	0.995
SEPTIN4	SEPTIN7	0.998
SEPTIN4	SEPTIN11	0.998
SEPTIN8	SEPTIN9	0.866
SEPTIN8	SEPTIN3	0.953
SEPTIN8	SEPTIN11	0.953
SEPTIN8	SEPTIN7	0.989
SEPTIN8	SEPTIN5	0.99
SEPTIN8	SEPTIN2	0.997
SEPTIN9	SEPTIN5	0.942
SEPTIN9	SEPTIN3	0.962
SEPTIN9	SEPTIN11	0.996
SEPTIN9	SEPTIN2	0.997
SEPTIN9	SEPTIN7	0.999
SEPTIN5	SEPTIN2	0.973
SEPTIN5	SEPTIN3	0.989
SEPTIN5	SEPTIN7	0.993
SEPTIN5	SEPTIN11	0.997
SEPTIN7	SEPTIN3	0.988
SEPTIN7	SEPTIN2	0.999
SEPTIN7	SEPTIN11	0.999
SEPTIN11	SEPTIN3	0.978
SEPTIN11	SEPTIN2	0.999
SEPTIN2	SEPTIN3	0.98
CCDC59	SFTPC	0.764
CCDC59	SFTPB	0.809
SCGB1A1	SFTPA1	0.826
SCGB1A1	SFTPD	0.837
SCGB1A1	SFTPB	0.92
SCGB1A1	SFTPC	0.95
ABCA3	SFTPA1	0.711
ABCA3	CSF2RA	0.811
ABCA3	SFTPC	0.899
ABCA3	SFTPB	0.96
SFTPC	NKX2-1	0.834
SFTPC	AGER	0.87
SFTPC	SFTPD	0.99
SFTPC	SFTPA2	0.993
SFTPC	SFTPB	0.999
SFTPC	SFTPA1	0.999
NKX2-1	SFTPA1	0.812
NKX2-1	SFTPB	0.951
SFTPD	AGER	0.776
SFTPD	SFTPA2	0.831
SFTPD	SFTPA1	0.851
SFTPD	SFTPB	0.985
SFTPA2	SFTPA1	0.956
SFTPA2	SFTPB	0.979
AGER	SFTPA1	0.722
AGER	SFTPB	0.807
CSF2RA	SFTPB	0.827
SFTPA1	SFTPB	0.998
SLC34A1	SLC17A4	0.821
SLC32A1	SYP	0.722
SLC32A1	SYN1	0.859
SLC32A1	VAMP2	0.909
SLC32A1	SLC18A1	0.949
SLC32A1	SLC18A2	0.965
SLC32A1	SLC18A3	0.978
SLC32A1	SLC17A8	0.982
SLC32A1	SLC17A6	0.991
SLC32A1	SLC17A7	0.996
SLC17A7	SYP	0.88
SLC17A7	SYN1	0.895
SLC17A7	SLC17A8	0.903
SLC17A7	SLC17A6	0.918
SLC17A7	SLC18A1	0.935
SLC17A7	VAMP2	0.938
SLC17A7	SLC18A2	0.952
SLC17A7	SLC18A3	0.979
SLC17A6	SYP	0.721
SLC17A6	SLC17A8	0.906
SLC17A6	SLC18A1	0.94
SLC17A6	SLC18A2	0.959
SLC17A6	SLC18A3	0.969
SYP	OTOF	0.832
SYP	SLC17A8	0.875
SYP	SYN1	0.984
SYP	VAMP2	0.999
OTOF	SYN1	0.842
OTOF	VAMP2	0.851
OTOF	SLC17A8	0.935
SYN1	SLC18A2	0.7
SYN1	SLC17A8	0.869
SYN1	VAMP2	0.969
SLC17A8	VAMP2	0.851
SLC17A8	SLC18A1	0.931
SLC17A8	SLC18A2	0.952
SLC17A8	SLC18A3	0.976
SLC18A3	VAMP2	0.857
SLC18A3	SLC18A1	0.912
SLC18A3	SLC18A2	0.913
SLC18A1	SLC18A2	0.904
VAMP2	SLC18A2	0.892
SLC30A9	SLC39A14	0.714
SLC30A9	SLC39A1	0.74
SLC30A9	SLC39A6	0.74
SLC30A9	SLC39A10	0.74
SLC30A9	SLC39A7	0.804
SLC30A9	SLC30A1	0.829
SLC30A9	SLC30A6	0.862
SLC39A6	SLC39A10	0.703
SLC39A6	SLC30A6	0.775
SLC39A6	SLC30A1	0.816
SLC39A6	SLC39A1	0.817
TMC8	TMC6	0.74
TMC8	SLC30A1	0.964
MT1E	SLC39A14	0.768
MT1E	SLC30A1	0.791
SLC30A1	SLC39A14	0.777
SLC30A1	SLC39A7	0.807
SLC30A1	SLC39A10	0.82
SLC30A1	SLC39A1	0.898
SLC30A1	SLC30A6	0.959
SLC30A1	TMC6	0.969
SLC39A1	SLC30A6	0.767
SLC39A1	SLC39A10	0.814
SLC39A1	SLC39A14	0.819
SLC39A1	SLC39A7	0.848
SLC39A7	SLC30A6	0.877
SLC30A6	SLC39A14	0.727
SLC30A6	SLC39A10	0.759
SLC44A4	CD86	0.826
SLC44A4	CD80	0.927
CD80	CD86	0.999
CCNB2	SLK	0.9
CCNB2	PLK1	0.995
CCNB2	CDK1	0.999
PLK1	SLK	0.909
PLK1	CDK1	0.993
SLK	CDK1	0.902
TGFB1	SMURF1	0.798
TGFB1	SMURF2	0.828
TGFB1	SMAD6	0.846
TGFB1	SMAD7	0.989
TGFB1	TGFBR1	0.999
TGFB1	TGFBR2	0.999
SMAD7	SMAD6	0.984
SMAD7	UCHL5	0.993
SMAD7	TGFBR2	0.994
SMAD7	RNF111	0.997
SMAD7	YAP1	0.998
SMAD7	SMURF2	0.999
SMAD7	TGFBR1	0.999
SMAD7	NEDD4L	0.999
SMAD7	SMURF1	0.999
SMURF2	UCHL5	0.832
SMURF2	RNF111	0.849
SMURF2	TGFBR2	0.981
SMURF2	SMURF1	0.988
SMURF2	SMAD6	0.998
SMURF2	TGFBR1	0.999
SMAD6	NEDD4L	0.801
SMAD6	TGFBR1	0.982
SMAD6	SMURF1	0.999
TGFBR2	YAP1	0.932
TGFBR2	SMURF1	0.983
TGFBR2	TGFBR1	0.999
SMURF1	TGFBR1	0.989
UCHL5	TGFBR1	0.767
TGFBR1	YAP1	0.93
SMIM28	FAM240C	0.763
SMIM28	SMIM38	0.765
SMIM28	TMDD1	0.766
FAM240C	SMIM38	0.794
FAM240C	TMDD1	0.795
TMDD1	SMIM38	0.812
SP4	GJA5	0.72
SP4	HPS4	0.764
RSPH3	STARD13	0.784
KIF23	RHOA	0.714
KIF23	STARD13	0.777
RHOC	STARD13	0.708
STARD13	CNNM2	0.765
STARD13	CDC42	0.84
STARD13	RHOA	0.94
IRF1	JAK1	0.789
IRF1	IRF9	0.894
IRF1	STAT3	0.9
IRF1	STAT2	0.961
IRF1	STAT1	0.999
CREBBP	STAT3	0.935
CREBBP	STAT2	0.997
CREBBP	STAT1	0.999
STAT3	IFNGR1	0.832
STAT3	PIAS1	0.952
STAT3	STAT2	0.954
STAT3	IRF9	0.987
STAT3	JAK1	0.999
STAT3	JAK2	0.999
STAT3	STAT1	0.999
STAT2	IFNGR1	0.749
STAT2	KPNA1	0.9
STAT2	PIAS1	0.944
STAT2	JAK2	0.991
STAT2	JAK1	0.996
STAT2	IRF9	0.999
STAT2	STAT1	0.999
KPNA1	STAT1	0.999
STAT1	IFNGR1	0.999
STAT1	PIAS1	0.999
STAT1	JAK1	0.999
STAT1	JAK2	0.999
STAT1	IRF9	0.999
IFNGR1	JAK2	0.999
IFNGR1	JAK1	0.999
JAK2	JAK1	0.999
IRF9	JAK1	0.994
TRIM56	CGAS	0.704
TRIM56	STING1	0.904
TBK1	IFI16	0.892
TBK1	CGAS	0.922
TBK1	DDX58	0.994
TBK1	IRF3	0.999
TBK1	IKBKE	0.999
TBK1	STING1	0.999
TBK1	MAVS	0.999
IFI16	DDX58	0.787
IFI16	IRF3	0.836
IFI16	CGAS	0.921
IFI16	STING1	0.963
CGAS	MAVS	0.803
CGAS	IRF3	0.892
CGAS	DDX58	0.899
CGAS	STING1	0.991
RNF5	MAVS	0.867
RNF5	STING1	0.895
DDX58	STING1	0.932
DDX58	IKBKE	0.978
DDX58	IRF3	0.99
DDX58	MAVS	0.999
MAVS	IRF3	0.998
MAVS	IKBKE	0.999
MAVS	STING1	0.999
ARF1	STING1	0.902
IKBKE	STING1	0.988
IKBKE	IRF3	0.999
IRF3	STING1	0.994
RPN2	OSTC	0.984
RPN2	TMEM258	0.996
RPN2	TUSC3	0.998
RPN2	STT3A	0.999
RPN2	DAD1	0.999
RPN2	STT3B	0.999
RPN2	OST4	0.999
RPN2	DDOST	0.999
RPN2	RPN1	0.999
RPN2	MAGT1	0.999
DAD1	OSTC	0.993
DAD1	TUSC3	0.998
DAD1	OST4	0.999
DAD1	STT3B	0.999
DAD1	RPN1	0.999
DAD1	MAGT1	0.999
DAD1	DDOST	0.999
DAD1	TMEM258	0.999
DAD1	STT3A	0.999
STT3B	OSTC	0.944
STT3B	STT3A	0.994
STT3B	TUSC3	0.997
STT3B	TMEM258	0.998
STT3B	DDOST	0.999
STT3B	MAGT1	0.999
STT3B	RPN1	0.999
STT3B	OST4	0.999
RPN1	OSTC	0.984
RPN1	TUSC3	0.996
RPN1	TMEM258	0.997
RPN1	OST4	0.999
RPN1	MAGT1	0.999
RPN1	DDOST	0.999
RPN1	STT3A	0.999
MAGT1	TUSC3	0.875
MAGT1	OSTC	0.882
MAGT1	OST4	0.995
MAGT1	TMEM258	0.996
MAGT1	STT3A	0.996
MAGT1	DDOST	0.999
STT3A	TUSC3	0.994
STT3A	OSTC	0.997
STT3A	OST4	0.999
STT3A	DDOST	0.999
STT3A	TMEM258	0.999
DDOST	OSTC	0.994
DDOST	TUSC3	0.998
DDOST	TMEM258	0.999
DDOST	OST4	0.999
TUSC3	OSTC	0.915
TUSC3	TMEM258	0.963
TUSC3	OST4	0.965
OSTC	TMEM258	0.986
OSTC	OST4	0.992
TMEM258	OST4	0.999
FBL	FBLL1	0.905
FBL	NOP10	0.974
FBL	GAR1	0.994
FBL	NHP2	0.998
FBL	DKC1	0.999
FBL	NOP56	0.999
FBL	NOP58	0.999
GAR1	FBLL1	0.969
GAR1	TERT	0.971
GAR1	NOP56	0.983
GAR1	SHQ1	0.995
GAR1	WRAP53	0.998
NOP58	SHQ1	0.75
NOP58	FBLL1	0.994
NOP58	NOP56	0.999
NHP2	FBLL1	0.974
NHP2	SHQ1	0.983
NHP2	NOP56	0.998
TERT	NOP10	0.999
SHQ1	WRAP53	0.813
SHQ1	NOP10	0.994
SHQ1	DKC1	0.999
WRAP53	NOP10	0.999
NOP10	FBLL1	0.81
NOP10	NOP56	0.966
DKC1	FBLL1	0.992
DKC1	NOP56	0.999
NOP56	FBLL1	0.994
SULT1E1	TERT	0.996
TEP1	HSP90AA1	0.893
TEP1	NOP10	0.926
TEP1	NHP2	0.933
TEP1	WRAP53	0.942
TEP1	DKC1	0.959
TEP1	TERT	0.999
NHP2	RUVBL2	0.975
TERT	SMARCA4	0.99
TERT	RUVBL2	0.992
TERT	CTNNB1	0.995
TERT	HSP90AA1	0.998
WRAP53	RUVBL2	0.892
NOP10	RUVBL2	0.975
HSP90AA1	DKC1	0.848
HSP90AA1	RUVBL2	0.886
SMARCA4	RUVBL2	0.732
SMARCA4	CTNNB1	0.998
DKC1	RUVBL2	0.995
RUVBL2	CTNNB1	0.997
SPI1	TET2	0.919
SPI1	DNMT3A	0.939
NANOG	HDAC2	0.809
NANOG	TET3	0.886
NANOG	TET2	0.963
DNMT3A	TET3	0.802
DNMT3A	ASXL1	0.939
DNMT3A	TET2	0.946
DNMT3A	HDAC2	0.97
CXXC5	TET2	0.946
EBF1	TET2	0.976
OGT	TET3	0.975
OGT	ASXL1	0.982
OGT	TET2	0.985
ASXL1	HDAC2	0.917
ASXL1	TET2	0.975
CXXC4	TET2	0.923
TET3	TET2	0.964
HDAC2	TET2	0.989
NANOG	PRMT5	0.71
NANOG	SIN3A	0.755
NANOG	DNMT3B	0.831
NANOG	TET1	0.993
DNMT3A	TET1	0.886
DNMT3A	PRMT5	0.924
DNMT3A	TDG	0.933
DNMT3A	DNMT3B	0.998
DNMT3A	DNMT1	0.999
PRMT5	TET2	0.813
PRMT5	TET3	0.882
PRMT5	TET1	0.887
DNMT3B	TET3	0.783
DNMT3B	TET1	0.831
DNMT3B	TET2	0.852
DNMT3B	SIN3A	0.858
DNMT3B	TDG	0.905
DNMT3B	DNMT1	0.999
DNMT1	TDG	0.794
DNMT1	TET2	0.874
DNMT1	TET3	0.881
DNMT1	TET1	0.902
DNMT1	SIN3A	0.918
TET1	TET3	0.779
TET1	TET2	0.86
TET1	TDG	0.885
TET1	OGT	0.95
TET1	SIN3A	0.959
OGT	SIN3A	0.96
TDG	TET2	0.751
TDG	TET3	0.809
SIN3A	TET3	0.86
CRNN	TGM3	0.736
CST6	LOR	0.79
CST6	TGM3	0.867
CST6	LGMN	0.997
LOR	CASP14	0.795
LOR	TGM3	0.907
LOR	CDSN	0.933
LOR	FLG	0.998
LOR	IVL	0.999
LOR	FLG2	0.999
IVL	TGM3	0.746
IVL	CASP14	0.77
IVL	CDSN	0.81
IVL	FLG2	0.995
IVL	FLG	0.997
FLG	CDSN	0.737
FLG	TGM3	0.757
FLG	FLG2	0.832
FLG	CASP14	0.946
CDSN	TGM3	0.711
CDSN	FLG2	0.79
CDSN	CASP14	0.799
TGM3	FLG2	0.777
TGM3	CASP14	0.78
TGM3	LGMN	0.826
TGM3	SBSN	0.833
FLG2	CASP14	0.928
RTN4R	OMG	0.993
RTN4R	TNFRSF19	0.994
RTN4R	LINGO1	0.995
RTN4R	RTN4	0.999
RTN4R	MAG	0.999
RELT	TNFRSF19	0.722
OMG	LINGO1	0.869
OMG	TNFRSF19	0.942
OMG	RTN4	0.99
OMG	MAG	0.993
LGR5	TNFRSF19	0.785
RTN4RL2	TNFRSF19	0.721
RTN4RL2	RTN4	0.876
RTN4RL2	MAG	0.923
RTN4	TNFRSF19	0.75
RTN4	MAG	0.989
RTN4	LINGO1	0.991
LINGO1	MAG	0.949
LINGO1	TNFRSF19	0.996
TNFRSF19	MAG	0.839
PXN	TNS3	0.733
PXN	EGFR	0.825
PXN	ITGB1	0.987
EGFR	BCAR1	0.825
EGFR	TNS3	0.915
EGFR	ITGB1	0.966
EGFR	SRC	0.999
EGFR	PTK2	0.999
TNS3	ITGB1	0.755
